MOH_PRO_ID,NAME,_ADDRESS,COMMUNITY,POSTALCODE,OGF_ID,LON,LAT,LTC_Telephone,LTC_Fax,LTC_Website,_LHIN,_HCRC,_ADMINISTRATOR,_LICENSEE,_MANAGEMENT_FIRM,SERV_TYPE,SERV_DET,_LICENSED_BEDS,_SHORT_TERM_STAY_BEDS_APPROVAL,_RESIDENTS_COUNCIL,_FAMILY_COUNCIL,_ACCREDITATION,_FLSA,ADDITIONAL_INFORMATION
2943,Chartwell Westbury Long Term Care Residence,495 The West Mall,Toronto,M9C 5S3,127908251,-79.56767534,43.64831468,(416) 622-7094,(416) 622-5124,http://www.chartwell.com,Mississauga Halton,Mississauga Halton,Ms Judy Donnelly,Regency Ltc Operating Limited Partnership On Behalf Of Regency Operator Gp Inc. As General Partner,Not provided,Long-Term Care Home,For-Profit,187,No,Yes,Yes,Yes,No,Not provided
2880,Chartwell Westmount Long Term Care Residence,200 David Bergey Drive,Kitchener,N2E 3Y4,127908252,-80.51775412,43.40612449,(519) 570-2115,(519) 579-9770,http://www.chartwell.com,Waterloo Wellington,Waterloo Wellington,Ms Dawna Courtney,Regency Ltc Operating Limited Partnership On Behalf Of Regency Operator Gp Inc. As General Partner,Not provided,Long-Term Care Home,For-Profit,161,No,Yes,Yes,Yes,No,Not provided
2583,Chartwell White Eagle Long Term Care Residence,138 Dowling Avenue,Toronto,M6K 3A6,127908253,-79.4392231,43.63716268,(416) 533-7935,(416) 533-5154,http://www.chartwellreit.ca/home_locations/white_eagle.htm,Toronto Central,Toronto Central,Mr Andre Dwyer,Chartwell Master Care Lp,Not provided,Long-Term Care Home,For-Profit,57,Yes,Yes,Yes,Yes,No,Not provided
2921,Chartwell Willowgrove Long Term Care Residence,1217 Old Mohawk Road,Hamilton,L9K 1P6,127908254,-79.93527232,43.23323799,(905) 304-6781,(905) 304-9132,http://chartwell.com/index,Hamilton Niagara Haldimand Brant (Hnhb),Hamilton Niagara Haldimand Brant (HNHB),Ms Kate Macdonald,Regency Ltc Operating Limited Partnership On Behalf Of Regency Operator Gp Inc. As General Partner,Not provided,Long-Term Care Home,For-Profit,169,No,Yes,Yes,Yes,No,Not provided
2885,Chartwell Wynfield Long Term Care Residence,451 Woodmount Drive,Hampton,L1G 8E3,127908256,-78.87267645,43.94672386,(905) 571-0065,(905) 579-4902,http://www.regencycare.ca,Central East,Central East,Mr Sam Rahaman,Regency Ltc Operating Limited Partnership On Behalf Of Regency Operator Gp Inc. As General Partner,Not provided,Long-Term Care Home,For-Profit,172,No,Yes,Yes,Yes,No,Not provided
2712,Chateau Park Long Term Care Home,2990 B Riverside Drive West,Windsor,N9C 1A2,127908257,-83.07313142,42.30746297,(519) 254-4341,(519) 254-7931,http://www.meritascare.ca,Erie St. Clair,Erie St. Clair,Ms Annemarie Meloche,"Dtoc Long Term Care Lp, By Its General Partner, Dtoc Long Term Care Mgp (A General Partnership) By Its Partners, Dtoc Long Term Care Gp Inc. And Arch Venture Holdings Inc.",Universalcare Canada Inc.,Long-Term Care Home,For-Profit,59,No,Yes,Yes,Yes,No,Not provided
922,Cheltenham Care Community,5935 Bathurst Street,Toronto,M2R 1Y8,127908259,-79.44445721,43.7818316,(416) 223-4050,(416) 223-4159,http://www.siennaliving.ca/Long-Term-Care/Locations/Cheltenham.aspx,Central,Central,Ms Jennifer Gillingham,Vigour Limited Partnership On Behalf Of Vigour General Partner Inc.,Not provided,Long-Term Care Home,For-Profit,170,Yes,Yes,Yes,Yes,No,Not provided
2970,Chester Village,3555 Danforth Avenue,Toronto,M1L 1E3,127908260,-79.27484525,43.6936402,(416) 466-2173,(416) 466-6781,http://www.chestervillage.ca/,Toronto Central,Toronto Central,Ms Cynthia Marinelli,Broadview Foundation,Not provided,Long-Term Care Home,Non-Profit,203,No,Yes,Yes,Yes,No,Not provided
2721,Clarion Nursing Home,337 Highway #8,Hamilton,L8G 1E7,127908261,-79.71955855,43.22721819,(905) 664-2281,(905) 664-2513,http://www.clarionnursinghome.on.ca/,Hamilton Niagara Haldimand Brant (Hnhb),Hamilton Niagara Haldimand Brant (HNHB),Mr Michael Janjic,Clarion Nursing Homes Limited,Not provided,Long-Term Care Home,For-Profit,100,No,Yes,Yes,Yes,No,Not provided
2696,Coleman Care Centre,140 Cundles Road West,Barrie,L4N 9X8,127908262,-79.71536036,44.4011104,(705) 726-8691,(705) 726-5085,Not provided,North Simcoe Muskoka,North Simcoe Muskoka,Ms Michelle Uprichard,Oakwood Retirement Communities Inc.,Not provided,Long-Term Care Home,For-Profit,112,No,Yes,Yes,Yes,No,Not provided
2781,Collingwood Nursing Home,250 Campbell Street,Collingwood,L9Y 4J9,127908263,-80.22895523,44.48263549,(705) 445-3991,(705) 445-5060,http://www.collingwoodnursinghome.com,North Simcoe Muskoka,North Simcoe Muskoka,Mr Peter Zober,Collingwood Nursing Home Limited,Not provided,Long-Term Care Home,For-Profit,60,No,Yes,Yes,No,No,Not provided
2856,Columbia Forest,650 Mountain Maple Avenue,Waterloo,N2V 2P7,127908264,-80.59136035,43.4649341,(519) 884-4480,(519) 884-4873,http://www.reveraliving.com/long-term-care/locations/columbia-forest,Waterloo Wellington,Waterloo Wellington,Ms Tammy Deutsch,Revera Long Term Care Inc.,Not provided,Long-Term Care Home,For-Profit,156,No,Yes,Yes,Yes,No,Not provided
2937,Copernicus Lodge,66 Roncesvalles Avenue,Toronto,M6R 3A7,127908266,-79.4473076,43.64019948,(416) 536-7122,(416) 536-8242,http://www.copernicuslodge.com,Toronto Central,Toronto Central,Catharine Kowalenko,Copernicus Lodge,Not provided,Long-Term Care Home,Non-Profit,228,Yes,Yes,Yes,No,No,Not provided
1027,Country Lane Long Term Care Residence,"R. R. #3, 317079 Hwy 6 & 10",Chatsworth,N0H 1G0,127908268,-80.89341404,44.42538035,(519) 794-2244,(519) 794-2597,http://country-lane.ca/,South West,South West,Mr Jake Pressault,Grosvenor Health Care Partnership (No. 3),Revera Long Term Care Inc.,Long-Term Care Home,For-Profit,34,No,Yes,Yes,Yes,No,Not provided
2576,Country Village Homes - Woodslee,440 County Road 8 R. R. #2,South Woodslee,N0R 1V0,127908270,-82.7179665,42.17383146,(519) 839-4812,(519) 839-4813,http://www.retirementresidencesreit.com/homes/WO/,Erie St. Clair,Erie St. Clair,Ms Janet Carriere,"Cvh (No. 5) Lp By Its General Partners, Southbridge Health Care Gp Inc. And Southbridge Care Homes (A Limited Partnership, By Its General Partner, Southbridge Care Homes Inc.)",Kanata Living Inc.,Long-Term Care Home,For-Profit,104,No,Yes,Yes,Yes,No,Not provided
2622,Craigholme,221 Main Street R. R. #1,Ailsa Craig,N0M 1A0,127908470,-81.53006582,43.14534629,(519) 293-3215,(519) 293-9367,http://www.craigwielgardens.on.ca,South West,South West,Mr Wayne Williams,Craigwiel Gardens,Not provided,Long-Term Care Home,Non-Profit,83,Yes,Yes,Yes,No,No,Not provided
2633,Creedan Valley Care Community,143 Mary Street,Creemore,L0M 1G0,127908472,-80.09982397,44.32663187,(705) 466-3437,(705) 466-3063,http://www.siennaliving.ca,North Simcoe Muskoka,North Simcoe Muskoka,Ms. Chantal Carriere,2063412 Ontario Limited As General Partner Of 2063412 Investment Lp,Not provided,Long-Term Care Home,For-Profit,95,No,Yes,Yes,Yes,No,Not provided
M623,Creek Way Village,5200 Corporate Drive,Burlington,L7L 7G7,127908473,-79.77984969,43.39301972,(905) 825-6000,(905) 336-0785,http://www.halton.ca/creekway,Hamilton Niagara Haldimand Brant (Hnhb),Hamilton Niagara Haldimand Brant (HNHB),Ms Marg Pattillo,The Regional Municipality Of Halton,Not provided,Long-Term Care Home,MHFA,144,No,Yes,Yes,Yes,No,Not provided
2587,Crescent Park Lodge,4 Hagey Avenue,Fort Erie,L2A 5M5,127908474,-78.92320537,42.91044037,(905) 871-8330,(905) 991-1456,http://www.conmedhealth.com,Hamilton Niagara Haldimand Brant (Hnhb),Hamilton Niagara Haldimand Brant (HNHB),Mrs Rosemary Turner,955464 Ontario Limited,Not provided,Long-Term Care Home,For-Profit,68,Yes,Yes,Yes,Yes,No,Not provided
2787,Crown Ridge Place,106 Crown Street,Quinte West,K8V 6R3,127908475,-77.56149414,44.10639075,(613) 392-1289,(613) 392-6360,Not provided,South East,South East,Ms Sandra Honey,Crown Ridge Health Care Services Inc.,Not provided,Long-Term Care Home,For-Profit,116,Yes,Yes,Yes,Yes,No,Not provided
M512,Cummer Lodge,205 Cummer Avenue,Toronto,M2M 2E8,127908476,-79.4075583,43.78815311,(416) 392-9500,(416) 392-9499,Http://www.toronto.ca/ltc/cummer.htm,Central,Central,Mr Tim Burns,Toronto Long-term Care Homes And Services,Not provided,Long-Term Care Home,MHFA,391,Yes,Yes,Yes,Yes,No,Not provided
M611,Deer Park Villa,150 Central Avenue,Grimsby,L3M 4Z3,127908478,-79.54142299,43.189528,(905) 945-4164,(905) 945-1239,http://www.niagararegion.ca/living/seniors/facilities.aspx,Hamilton Niagara Haldimand Brant (Hnhb),Hamilton Niagara Haldimand Brant (HNHB),Ms Karen Pow,The Regional Municipality Of Niagara,Not provided,Long-Term Care Home,MHFA,39,No,Yes,No,Yes,No,Not provided
2837,Deerwood Creek Care Community,70 Humberline Drive,Toronto,M9W 7H3,127908479,-79.61744237,43.73159629,(416) 213-7300,(416) 213-7301,http://www.leisureworld.ca,Central West,Central West,Ms Lora Monaco,2063414 Ontario Limited As General Partner Of 2063414 Investment Lp,Not provided,Long-Term Care Home,For-Profit,160,No,Yes,Yes,Yes,No,Not provided
2660,Delhi Long Term Care Centre,750 Gibraltar Street,Delhi,N4B 3B3,127908480,-80.49057516,42.84204059,(519) 582-3400,(519) 582-0300,http://www.peoplecare.ca,Hamilton Niagara Haldimand Brant (Hnhb),Hamilton Niagara Haldimand Brant (HNHB),Danny Pereira,Delhi Nursing Home Ltd.,Not provided,Long-Term Care Home,For-Profit,60,No,Yes,No,Yes,No,Not provided
2134,Derbecker's Heritage House,54 Eby Street,St. Jacobs,N0B 2N0,127908481,-80.54914004,43.54088801,(519) 664-2921,(519) 664-2380,Not provided,Waterloo Wellington,Waterloo Wellington,Ms Pamela Derbecker,Derbecker's Heritage House Limited,Not provided,Long-Term Care Home,For-Profit,73,No,Yes,No,No,No,Not provided
2794,Dom Lipa,52 Neilson Drive,Toronto,M9C 1V7,127908482,-79.56513484,43.62948837,(416) 621-3820,(416) 621-9773,http://www.domlipa.ca,Mississauga Halton,Mississauga Halton,Ms Jolanta Linde,Slovenian Linden Foundation,Not provided,Long-Term Care Home,Non-Profit,66,No,Yes,No,No,No,Not provided
M604,Douglas H. Rapelje Lodge,277 Plymouth Road,Welland,L3B 6E3,127908483,-79.24618168,42.97773417,(905) 714-7428,(905) 714-7423,http://www.regional.niagara.on.ca/living/seniors/facilities.aspx,Hamilton Niagara Haldimand Brant (Hnhb),Hamilton Niagara Haldimand Brant (HNHB),Ms Donna Michaels,The Regional Municipality Of Niagara,Not provided,Long-Term Care Home,MHFA,120,Yes,Yes,Yes,Yes,No,Not provided
1056,Dover Cliffs,501 St George Street P.O. BOX 430,Port Dover,N0A 1N0,127908484,-80.20786077,42.78788109,(519) 583-1422,(519) 583-3197,Not provided,Hamilton Niagara Haldimand Brant (Hnhb),Hamilton Niagara Haldimand Brant (HNHB),Ms Tammy Deutsch,Dover Cliffs Operating Inc.,Not provided,Long-Term Care Home,For-Profit,70,Yes,Yes,Yes,Yes,No,Not provided
1041,Downsview Long Term Care Centre,3595 Keele Street,Toronto,M3J 1M7,127908485,-79.48559233,43.7511756,(416) 633-3431,(416) 633-6736,Not provided,Central,Central,Ms Christiane Burns,Downsview Long Term Care Centre Limited,Not provided,Long-Term Care Home,For-Profit,252,Yes,Yes,Yes,Yes,No,Not provided
M516,Dufferin Oaks,151 Centre Street,Shelburne,L9V 3R7,127908486,-80.20049548,44.07648142,(519) 925-2140,(519) 925-5067,http://www.dufferincounty.ca,Central West,Central West,Ms. Brenda Wagner,Corporation Of The County Of Dufferin,Not provided,Long-Term Care Home,MHFA,160,No,Yes,Yes,No,No,Not provided
2674,Dundas Manor Nursing Home,533 Clarence Street P.O. Box 970,Winchester,K0C 2K0,127908487,-75.355566,45.08859451,(613) 774-2293,(613) 774-4015,Not provided,Champlain,Champlain,Ms Susan Poirier,Rural Healthcare Innovations Inc.,Winchester District Memorial Hospital,Long-Term Care Home,Non-Profit,98,No,Yes,Yes,Yes,No,Not provided
2739,Dundurn Place Care Centre,39 Mary Street,Hamilton,L8R 3L8,127908488,-79.8639397,43.25641789,(905) 523-6427,(905) 528-0610,http://www.dundurnplacecarecentre.ca/,Hamilton Niagara Haldimand Brant (Hnhb),Hamilton Niagara Haldimand Brant (HNHB),Mr Danny Pereira,Rykka Care Centres Lp,Not provided,Long-Term Care Home,For-Profit,201,Yes,Yes,Yes,Yes,No,Not provided
2668,E. J. McQuigge Lodge,38 Black Diamond Road P.O. Box 68,Belleville,K0K 1K0,127908489,-77.39028729,44.19802477,(613) 966-7717,(613) 966-7646,http://www.mcquiggelodge.com,South East,South East,Mrs Anita Garland,Keay Nursing Homes Inc.,Not provided,Long-Term Care Home,For-Profit,57,Yes,Yes,No,Yes,No,Not provided
2240,Eagle Terrace,329 Eagle Street,Newmarket,L3Y 1K3,127908490,-79.46340094,44.04893975,(905) 895-5187,(905) 895-2645,http://www.reveraliving.com/long-term-care/locations/eagle-terrace,Central,Central,Mrs Diane T. Brunelle-Marleau,Revera Long Term Care Inc.,Not provided,Long-Term Care Home,For-Profit,70,No,Yes,Yes,Yes,No,Not provided
M517,Eastholme Home for the Aged,62 Big Bend Avenue P.O. Box 400,Powassan,P0H 1Z0,127908492,-79.35851801,46.0788962,(705) 724-2005,(705) 724-5429,http://www.eastholme.ca,North East,North East,Ms Natalie Bellehumeur,East District Of Parry Sound Home For The Aged,Not provided,Long-Term Care Home,MHFA,128,No,Yes,Yes,No,No,Not provided
2468,Eatonville Care Centre,420 The East Mall,Toronto,M9B 3Z9,127908493,-79.56059904,43.64749118,(416) 621-8000,(416) 621-8003,http://www.eatonvillecarecentre.ca/,Mississauga Halton,Mississauga Halton,Ms Evelyn Macdonald,Rykka Care Centres Lp,Not provided,Long-Term Care Home,For-Profit,247,No,Yes,Yes,Yes,No,Not provided
2777,Eden House Nursing Home,5016 Wellington County Road 29 R. R. #2,Guelph,N1H 6H8,127908494,-80.16785273,43.58077944,(519) 856-4622,(519) 856-9171,http://www.edenhousecarehome.ca,Waterloo Wellington,Waterloo Wellington,Ms Shelley Nicol,Eden House Care Facility Inc.,Assured Care Consulting Inc.,Long-Term Care Home,For-Profit,59,No,Yes,Yes,Yes,No,Not provided
2963,Edgewater Gardens Long Term Care Centre,428 Broad Street West,Dunnville,N1A 1T3,127908495,-79.6259536,42.90613834,(905) 774-2503,(905) 774-2854,http://www.edgewaterltc.ca,Hamilton Niagara Haldimand Brant (Hnhb),Hamilton Niagara Haldimand Brant (HNHB),Mr. Greg Allen,Haldimand War Memorial Hospital,Not provided,Long-Term Care Home,Non-Profit,64,No,Yes,Yes,Yes,No,Not provided
2804,Ehatare Nursing Home,40 Old Kingston Road,Toronto,M1E 3J5,127908496,-79.18320163,43.77550552,(416) 284-0813,(416) 284-9916,http://www.ehatare.ca,Central East,Central East,Mr Einar Medri,Estonian Relief Committee In Canada,Not provided,Long-Term Care Home,Non-Profit,32,No,Yes,Yes,No,No,Not provided
2725,Elgin Abbey Nursing Home,380 First Avenue North P.O. Box 7,Chesley,N0G 1L0,127908497,-81.09966699,44.31057702,(519) 363-3195,(519) 363-0375,Not provided,South West,South West,Ms Brenda Dent,Capricorn Investments Corporation Limited,Extendicare (Canada) Inc.,Long-Term Care Home,For-Profit,27,No,Yes,No,Yes,No,Not provided
M518,Elgin Manor,39262 Fingal Line R. R. #1,St. Thomas,N5P 3S5,127908498,-81.23754489,42.76900214,(519) 631-0620,(519) 631-2307,http://www.elginhomes.ca,South West,South West,Ms Terri Benwell,The Corporation Of The County Of Elgin Municipal Homes,Not provided,Long-Term Care Home,MHFA,90,Yes,Yes,Yes,No,No,Not provided
2869,Elginwood,182 Yorkland Street,Richmond Hill,L4S 2M9,127908499,-79.44168782,43.90172123,(905) 737-0858,(905) 737-1866,http://www.reveraliving.com/long-term-care/locations/elginwood,Central,Central,Ms Laura Powell,Axr Operating (National) Lp,Not provided,Long-Term Care Home,For-Profit,124,Yes,Yes,Yes,Yes,No,Not provided
2868,Elizabeth Centre,2100 Main Street,Greater Sudbury,P3N 1S7,127908501,-81.02674481,46.6119521,(705) 897-7695,(705) 897-0181,http://www.jarlette.com/long-term-care/elizabeth-care-centre,North East,North East,Ms Stephanie Zakrocki,Valley East Long Term Care Centre Inc.,Not provided,Long-Term Care Home,For-Profit,128,Yes,Yes,Yes,Yes,No,Not provided
2515,Elm Grove Living Centre,35 Elm Grove Avenue,Toronto,M6K 2J2,127908502,-79.4306974,43.64030728,(416) 537-2465,(416) 537-9435,http://www.elmgrovelivingcentre.com,Toronto Central,Toronto Central,Mr Sandro Perciamontani,Elm Grove Living Centre Inc.,Not provided,Long-Term Care Home,For-Profit,126,No,Yes,No,Yes,No,Not provided
2662,Elmwood Place,46 Elmwood Place West,London,N6J 1J2,127908503,-81.26520962,42.96947428,(519) 433-7259,(519) 660-0158,http://www.reveraliving.com/long-term-care/locations/elmwood-place,South West,South West,Ms Lisa Maynard,Revera Long Term Care Inc.,Not provided,Long-Term Care Home,For-Profit,78,No,Yes,Yes,Yes,No,Not provided
2831,EMO Health Centre,170 Front Street P. O. Box 390,Emo,P0W 1E0,127908504,-93.84145269,48.63123725,(807) 274-3261,(807) 482-2493,http://www.riversidehealthcare.ca,North West,North West,Ms Emily Bosma,Riverside Health Care Facilities Inc.,Not provided,Long-Term Care Home,Non-Profit,12,No,Yes,No,Yes,No,Not provided
2736,Erin Mills Lodge Nursing Home,2132 Dundas Street West,Mississauga,L5K 2K7,127908505,-79.66735746,43.53473755,(905) 823-6700,(905) 823-2410,http://www.schlegelvillages.com,Mississauga Halton,Mississauga Halton,Sutha Vinayaga,Schlegel Villages Inc.,Not provided,Long-Term Care Home,For-Profit,86,No,Yes,Yes,Yes,No,Not provided
2513,Errinrung Long Term Care Home,67 Bruce Street P.O. Box 7069,The Blue Mountains,N0H 2P0,127908506,-80.45483121,44.55949829,(519) 599-2737,(519) 599-3410,http://www.pltchomes.com,South West,South West,Leanne Haynes,"Cvh (No. 8) Lp By Its General Partners, Southbridge Health Care Gp Inc. And Southbridge Care Homes (A Limited Partnership, By Its General Partner, Southbridge Care Homes Inc.)",Not provided,Long-Term Care Home,For-Profit,60,Yes,Yes,Yes,Yes,No,Not provided
2755,Espanola General Hospital (operating as Espanola Nursing Home-Eldcap),825 Mckinnon Drive,Espanola,P5E 1R4,127908507,-81.78087541,46.2488859,(705) 869-1420,(705) 869-3091,http://www.espanolaregionalhospital.ca/,North East,North East,Ms Nicole Haley,Espanola General Hospital,Not provided,Long-Term Care Home,Non-Profit,30,No,Yes,Yes,Yes,No,Not provided
2932,Espanola General Hospital (operating as Espanola Nursing Home-LTC),825 Mckinnon Drive,Espanola,P5E 1R4,127908508,-81.78087541,46.2488859,(705) 869-1420,(705) 869-3091,http://www.esphosp.on.ca,North East,North East,Ms Nicole Haley,Espanola General Hospital,Not provided,Long-Term Care Home,Non-Profit,32,No,Yes,Yes,Yes,No,Not provided
2749,Exeter Villa,155 John Street East,Exeter,N0M 1S1,127908509,-81.47441312,43.34652923,(519) 235-1581,(519) 235-3219,http://www.atkcare.com/,South West,South West,Ms Erika King,Atk Care Inc.,Not provided,Long-Term Care Home,For-Profit,47,Yes,Yes,No,Yes,No,Not provided
2460,Extendicare Bayview,550 Cummer Avenue,Toronto,M2K 2M2,127908510,-79.390669,43.79340391,(416) 226-1331,(416) 226-2745,http://www.extendicarebayview.com,Central,Central,Ms Danielle Zhang,Extendicare (Canada) Inc.,Not provided,Long-Term Care Home,For-Profit,205,Yes,Yes,Yes,Yes,No,Not provided
2847,Extendicare Brampton,7891 Mclaughlin Road,Brampton,L6Y 5H8,127908511,-79.7356303,43.65535487,(905) 456-4200,(905) 459-5625,http://www.extendicarecanada.com/brampton/index.aspx,Central West,Central West,Ms Hannah Oksemberg,Extendicare (Canada) Inc.,Not provided,Long-Term Care Home,For-Profit,150,No,Yes,Yes,Yes,No,Not provided
2851,Extendicare Cobourg,130 New Densmore Road,Cobourg,K9A 5W2,127908512,-78.17209022,43.9837666,(905) 372-0377,(905) 372-0477,http://www.extendicare.com/facilities/cobourg/accountability.htm,Central East,Central East,Mr Allan Myles,Extendicare (Canada) Inc.,Not provided,Long-Term Care Home,For-Profit,69,No,Yes,Yes,Yes,No,Not provided
2164,Extendicare Guildwood,60 Guildwood Parkway,Toronto,M1E 1N9,127908514,-79.20312793,43.74685451,(416) 266-7711,(416) 269-5123,http://www.extendicare.com/guildwood,Central East,Central East,Ms Susanne Babic,Extendicare (Canada) Inc.,Not provided,Long-Term Care Home,For-Profit,169,Yes,Yes,Yes,Yes,No,Not provided
2644,Extendicare Haliburton,167 Park Street P.O. Box 780,Haliburton,K0M 1S0,127908515,-78.50321863,45.05136927,(705) 457-1722,(705) 457-3914,http://www.extendicare.com/facilities/haliburton/accountability.htm,Central East,Central East,Mr Nik Chandrabalan,Extendicare (Canada) Inc.,Not provided,Long-Term Care Home,For-Profit,60,No,Yes,Yes,Yes,No,Not provided
2892,Extendicare Halton Hills,9 Lindsay Court,Halton Hills,L7G 6G9,127908516,-79.94812436,43.64921756,(905) 702-8760,(905) 702-7430,http://www.extendicarehaltonhills.com/,Mississauga Halton,Mississauga Halton,Ms Emily Bosma,Extendicare (Canada) Inc.,Not provided,Long-Term Care Home,For-Profit,130,No,Yes,Yes,Yes,No,Not provided
2858,Extendicare Hamilton,90 Chedmac Drive,Hamilton,L9C 7S6,127908517,-79.92136262,43.23729179,(905) 318-4472,(905) 318-1162,http://www.extendicarehamilton.com,Hamilton Niagara Haldimand Brant (Hnhb),Hamilton Niagara Haldimand Brant (HNHB),Ms Pilar Henderson,Extendicare (Canada) Inc.,Not provided,Long-Term Care Home,For-Profit,160,No,Yes,Yes,Yes,No,Not provided
2610,Extendicare Kapuskasing,45 Ontario Street P.O. Box 460,Kapuskasing,P5N 2Y5,127908518,-82.41017331,49.41768294,(705) 335-8337,(705) 337-6051,http://www.extendicare.com,North East,North East,Ms Claudette Brouzes,Extendicare (Canada) Inc.,Not provided,Long-Term Care Home,For-Profit,61,Yes,Yes,Yes,Yes,Yes,Not provided
2838,Extendicare Kawartha Lakes,125 Colborne Street East,Kawartha Lakes,K9V 6J2,127908519,-78.72369264,44.36382464,(705) 878-5392,(705) 878-7910,http://www.extendicare.com/facilities/kawarthalakes/accountability.htm,Central East,Central East,Ms Nancy Rooney,Extendicare (Canada) Inc.,Not provided,Long-Term Care Home,For-Profit,64,No,Yes,No,Yes,No,Not provided
2616,Extendicare Kingston,309 Queen Mary Road,Kingston,K7M 6P4,127908520,-76.53530842,44.23933721,(613) 549-5010,(613) 549-7347,http://www.extendicare.com,South East,South East,Ms Tawnia Pilgrim,Extendicare (Canada) Inc.,Not provided,Long-Term Care Home,For-Profit,150,No,Yes,Yes,Yes,No,Not provided
2670,Extendicare Kirkland Lake,155 Government Road East,Kirkland Lake,P2N 3P4,127908521,-80.02267965,48.15596679,(705) 567-3268,(705) 567-4638,http://www.extendicarekirklandlake.com,North East,North East,Ms Jennifer Kasner,Extendicare (Canada) Inc.,Not provided,Long-Term Care Home,For-Profit,100,Yes,Yes,Yes,Yes,No,Not provided
2843,Extendicare Lakefield,19 Fraser Street,Harcourt,K0L 2H0,127908522,-78.281532,44.42418597,(705) 652-7112,(705) 652-7733,http://www.extendicarelakefield.com/,Central East,Central East,Ms Dawn Baldwin,Extendicare (Canada) Inc.,Not provided,Long-Term Care Home,For-Profit,100,Yes,Yes,Yes,Yes,No,Not provided
2173,Extendicare London,860 Waterloo Street,London,N6A 3W6,127908524,-81.24860212,43.00041708,(519) 433-6658,(519) 642-1711,http://www.extendicare.com/facilities/london/accountability.htm,South West,South West,Mr Abe Moharram,Not provided,Not provided,Long-Term Care Home,For-Profit,170,Yes,Yes,Yes,Yes,No,Not provided
3043,Extendicare Maple View of Sault Ste. Marie,650 Northern Avenue,Sault Ste. Marie,P6B 4J3,127908525,-84.30370995,46.53495,TRUE,TRUE,http://www.extendicare.com,North East,North East,Ms Marva Griffiths,Extendicare (Canada) Inc.,Not provided,Long-Term Care Home,For-Profit,256,No,Yes,Yes,Yes,No,Not provided
2579,Extendicare Medex,1865 Baseline Road,Ottawa,K2C 3K6,127908526,-75.75821745,45.35434284,(613) 225-5650,(613) 225-0960,http://www.extendicaremedex.com/,Champlain,Champlain,Ms. Tina Nault,Not provided,Not provided,Long-Term Care Home,For-Profit,193,No,Yes,No,Yes,No,Not provided
2884,Extendicare Mississauga,855 John Watt Boulevard,Mississauga,L5W 1G2,127908527,-79.72791009,43.63238037,(905) 696-0719,(905) 696-8875,http://www.extendicare.com/facilities/mississauga/main.htm,Mississauga Halton,Mississauga Halton,Ms. Ishrani Kunji,Extendicare (Canada) Inc.,Not provided,Long-Term Care Home,For-Profit,140,No,Yes,Yes,Yes,No,Not provided
2302,Extendicare New Orchard Lodge,99 New Orchard Avenue,Ottawa,K2B 5E6,127908528,-75.77907276,45.37525354,(613) 820-2110,(613) 820-6380,http://www.extendicare.com/facilities/neworchardlodge/accountability.htm,Champlain,Champlain,Mr Clayton Donnely,Not provided,Not provided,Long-Term Care Home,For-Profit,111,No,Yes,No,Yes,No,Not provided
2439,Extendicare Oshawa,82 Park Road North,Oshawa,L1J 4L1,127908529,-78.87514404,43.89732895,(905) 579-0011,(905) 579-1733,http://www.extendicareoshawa.com/,Central East,Central East,Ms Deborah Woods,Not provided,Not provided,Long-Term Care Home,For-Profit,175,Yes,Yes,Yes,Yes,No,Not provided
2572,Extendicare Peterborough,80 Alexander Avenue,Peterborough,K9J 6B4,127908530,-78.34564201,44.29855375,(705) 743-7552,(705) 742-9664,http://www.extendicare.com,Central East,Central East,Mr Bill Thurlow,Not provided,Not provided,Long-Term Care Home,For-Profit,174,Yes,Yes,Yes,Yes,No,Not provided
2925,Extendicare Port Hope,360 Croft Street,Port Hope,L1A 4K8,127908531,-78.28414096,43.96723349,(905) 885-1266,(905) 885-5328,http://www.extendicare.com/facilities/porthope/accountability.htm,Central East,Central East,Mr Jeff Donovan,Extendicare (Canada) Inc.,Not provided,Long-Term Care Home,For-Profit,128,No,Yes,Yes,Yes,No,Not provided
2669,Extendicare Port Stanley,4551 East Road,Port Stanley,N5L 1J6,127908532,-81.20880967,42.67065193,(519) 782-3339,(519) 782-4756,http://www.extendicare.com,South West,South West,Ms Lynsey Mcintyre,Not provided,Not provided,Long-Term Care Home,For-Profit,60,Yes,Yes,Yes,Yes,No,Not provided
2883,Extendicare Rouge Valley,551 Conlins Road,Toronto,M1B 5S1,127908533,-79.18867434,43.80331272,(416) 282-6768,(416) 282-6766,http://www.extendicare.com/facilities/rougevalley/accountability.htm,Central East,Central East,Ms Sheri Williams (A),Extendicare (Canada) Inc.,Not provided,Long-Term Care Home,For-Profit,192,Yes,Yes,Yes,Yes,No,Not provided
2117,Extendicare Scarborough,3830 Lawrence Avenue East,Toronto,M1G 1R6,127908534,-79.21012124,43.76374781,(416) 439-1243,(416) 439-4818,http://www.extendicare.com,Central East,Central East,Ms Pinky Virdi,Not provided,Not provided,Long-Term Care Home,For-Profit,154,Yes,Yes,Yes,Yes,No,Not provided
